Name,Team,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,PlayerId
Cody Deason,HOU,22,9,6,3.397353139,23,17,0,0,1,0,,100.2,429,76,43,38,3,45,0,13,6,1,120,sa3007958
Durbin Feltman,BOS,22,2,3,5.259743517,43,0,0,0,5,6,,51.1,223,42,31,30,8,31,0,2,3,0,54,sa3007959
Harold Galindo,LAD,18,3,2,3.039734715,14,10,0,0,0,0,,50.1,207,42,25,17,1,18,0,4,5,0,40,sa3007961
Jose Valencia,BAL,18,1,2,3.375000309,17,0,0,0,2,0,,37.1,157,26,15,14,0,19,1,2,8,1,33,sa3007962
Erick Pinales,DET,20,0,4,5.527554489,17,8,0,0,0,0,,42.1,197,44,33,26,1,34,0,6,10,0,30,sa3007963
Riley McCauley,CHC,22,1,2,2.953129665,31,0,0,0,8,1,,42.2,182,25,16,14,4,33,1,0,5,0,65,sa3007964
Caleb Sampen,TBR,22,9,4,2.67768595,22,21,0,0,0,0,,121,483,91,39,36,3,32,0,2,4,1,104,sa3007965
Blake Whitney,CHC,23,4,0,3.335292247,20,0,0,0,2,0,,56.2,237,50,23,21,3,18,0,2,9,0,66,sa3007966
Nathan Alexander,MIA,23,4,3,3.246833483,34,0,0,0,1,3,,52.2,233,43,26,19,4,28,2,4,9,1,43,sa3007969
Hunter Speer,LAD,24,1,0,5.869558768,24,0,0,0,4,0,,30.2,144,37,20,20,3,14,0,6,6,0,35,sa3007970
Tylor Megill,NYM,23,6,7,3.51627751,22,11,0,0,2,1,,71.2,302,64,34,28,2,25,0,1,6,0,92,sa3007988
Sean Hjelle,SFG,22,7,9,3.320184836,28,28,0,0,0,0,,143.2,616,152,66,53,6,37,1,15,9,0,139,sa3007989
Stephen Kolek,LAD,22,7,8,5.002551052,27,25,0,0,0,0,,131.1,580,143,87,73,7,48,1,6,12,0,109,sa3007990
Anderson Paulino,KCR,20,3,0,4.89560183,14,10,0,0,0,0,,60.2,273,75,38,33,5,24,0,0,6,1,44,sa3007991
Julio Rodriguez,SFG,19,1,0,4.62855806,9,0,0,0,1,0,,11.2,53,10,6,6,0,6,0,1,3,1,13,sa3007992
Josh Winder,MIN,22,7,2,2.649860349,21,21,2,0,0,0,,125.2,494,93,43,37,10,30,0,5,5,0,118,sa3007993
Jacob Gilliland,LAD,19,5,0,3.25861785,15,1,0,0,0,1,,38.2,172,36,14,14,2,22,1,3,10,0,39,sa3007994
Franklin Hernandez,MIL,23,2,0,4.725011941,6,0,0,0,0,0,,13.1,57,11,7,7,1,7,0,0,2,1,14,sa3007995
Ryan Fernandez,BOS,21,4,1,2.492309521,17,1,0,0,4,3,,43.1,171,30,15,12,2,11,0,0,1,0,38,sa3007996
Eli Villalobos,MIA,22,0,3,6.084511129,14,7,0,0,2,0,,47.1,212,54,34,32,5,16,0,1,6,0,48,sa3007997
Leudeny Pineda,OAK,23,2,4,5.981008832,14,9,0,0,0,1,,52.2,250,68,45,35,4,19,0,8,6,0,50,sa3007998
Tyler Jones,MIA,23,4,6,2.025,28,8,0,0,1,3,,80,327,72,21,18,4,26,2,2,6,0,85,sa3007999
Connor Mitchell,LAD,23,2,2,2.482758621,22,0,0,0,1,0,,29,129,29,12,8,3,9,1,0,3,2,38,sa3008000
Reza Aleaziz,LAD,23,4,0,2.373626632,25,0,0,0,5,2,,30.1,135,29,11,8,2,16,2,3,3,0,34,sa3008019
Michael Brettell,STL,21,5,10,5.759018714,26,21,0,0,0,1,,120.1,543,151,89,77,13,47,0,3,9,0,79,sa3008020
Chandler Day,WSN,22,3,4,4.298507463,31,0,0,0,1,4,,67,294,72,36,32,4,24,0,8,13,0,56,sa3008021
Justin Hagenman,LAD,22,6,2,2.240175717,33,1,0,0,6,1,,76.1,316,64,25,19,2,18,2,7,5,0,64,sa3008022
Reid Schaller,WSN,22,4,3,3.288461538,12,12,0,0,0,0,,52,214,38,21,19,5,25,0,1,3,0,47,sa3008023
Brett Conine,HOU,22,8,4,2.204082245,25,15,0,0,0,0,,114.1,460,91,32,28,7,29,0,7,5,0,134,sa3008024
Paul Richan,CHC,22,12,7,4.002694327,22,22,1,0,0,0,,123.2,515,135,64,55,12,20,0,2,1,1,115,sa3008025
Chris Vallimont,MIA,22,8,9,3.242821604,23,23,0,0,0,0,,127.2,503,94,51,46,7,41,0,0,10,0,150,sa3008026
Kevin Biondic,BOS,23,4,9,4.68,20,14,1,0,1,1,,100,449,112,60,52,12,42,0,17,7,1,52,sa3008027
Ryan Dunne,CIN,24,6,4,3.978943134,23,0,0,0,0,2,,31.2,129,23,19,14,4,17,0,0,5,0,46,sa3008028
Clayton Chatham,LAA,24,2,6,3.556884196,14,11,0,0,0,0,,55.2,251,48,29,22,1,25,0,15,5,0,66,sa3008034
Ryan Miller,ARI,23,4,6,3.621949113,27,0,0,0,0,0,,54.2,238,60,27,22,7,17,0,6,4,1,36,sa3008035
Ethan Evanko,PHI,24,7,2,1.611940253,19,9,0,0,0,0,,67,260,48,16,12,6,17,0,2,2,0,58,sa3008037
Julio Avendano,ARI,18,2,3,6.412491897,12,0,0,0,1,1,,26.2,126,35,21,19,0,11,0,1,4,0,30,sa3008039
Yusniel Padron-Artilles,BOS,21,7,3,3.375,19,12,0,0,0,0,,88,366,82,36,33,9,21,0,2,0,2,109,sa3008040
Adonis Paulino,BAL,19,0,0,4.263146554,8,0,0,0,0,0,,12.2,60,12,7,6,1,8,1,4,12,0,10,sa3008042
Austin Drury,LAD,21,2,3,3.093750092,39,0,0,0,3,1,,64,287,65,28,22,2,33,0,4,8,0,70,sa3008043
Manual Tovar,COL,19,0,0,6.685714286,16,0,0,0,0,0,,35,167,45,35,26,3,17,0,4,10,0,31,sa3008045
Andy McGuire,TOR,24,0,2,3.946156915,23,0,0,0,1,1,,43.1,190,44,20,19,0,18,0,7,2,0,20,sa3008048
Mark Potter,PHI,21,0,4,2.5,27,0,0,0,9,0,,36,147,25,13,10,3,14,0,2,1,0,33,sa3008066
Cam Sanders,CHC,22,8,4,2.940594059,21,20,0,0,0,0,,101,429,71,38,33,8,53,0,10,9,0,84,sa3008067
Zach Neff,MIN,23,6,3,2.972475764,38,1,0,0,8,2,,72.2,309,63,35,24,1,24,1,2,1,0,89,sa3008068
Keylan Killgore,PHI,22,1,3,3.566037736,36,0,0,0,11,1,,53,227,46,22,21,4,25,0,0,2,0,61,sa3008069
Zach Wolf,MIA,21,4,2,3.068181818,34,0,0,0,15,4,,44,192,39,19,15,0,15,0,3,2,0,50,sa3008071
Tommy Wilson,NYM,23,8,7,3.800585447,21,21,1,0,0,0,,113.2,469,98,54,48,12,32,0,3,4,3,96,sa3008072
Deybi Arias,CLE/MIL,18,2,3,4.308515272,20,0,0,0,1,2,,31.1,136,25,18,15,1,17,0,3,14,2,22,sa3008073
Antonio Jimenez,TBR,18,2,2,2.903225806,14,13,0,0,0,0,,62,259,44,28,20,0,30,0,10,18,0,68,sa3008074
Benjamin Onyshko,SEA,22,3,4,3.985714286,38,1,0,0,2,2,,70,319,77,43,31,4,24,0,15,9,0,82,sa3008096
Jake Bird,COL,23,7,2,3.618556701,40,8,0,0,2,2,,97,430,105,48,39,2,42,1,16,9,1,80,sa3008097
Thad Ward,BOS,22,8,5,2.137203769,25,25,1,1,0,0,,126.1,525,89,39,30,6,57,0,15,9,1,157,sa3008098
Jake Wong,SFG,22,5,3,3.902654999,23,23,0,0,0,0,,113,465,102,56,49,8,35,0,6,9,2,101,sa3008100
Regi Grace,MIN,19,1,2,5.142857143,6,5,0,0,0,0,,21,100,23,14,12,1,9,0,2,6,0,24,sa3008101
Joel Condreay,COL,22,5,1,3.432206164,27,0,0,0,0,0,,39.1,165,35,19,15,1,8,0,3,4,0,39,sa3008102
Robbie Baker,BOS,24,2,2,4.432832477,25,0,0,0,0,1,,44.2,194,43,31,22,6,13,0,4,7,0,41,sa3008103
Roddery Munoz,ATL,19,0,5,3.774193548,14,14,0,0,0,0,,62,264,48,39,26,2,29,0,7,9,2,67,sa3008104
Brett Daniels,HOU,23,8,6,2.439751692,24,15,0,0,2,0,,110.2,458,84,33,30,7,50,1,6,6,0,115,sa3008127
Jackson Rose,MIA,23,5,6,4.896375767,15,11,0,0,0,0,,64.1,269,65,39,35,10,14,0,3,3,0,49,sa3008129
Grayson Rodriguez,BAL,19,10,4,2.680851064,20,20,0,0,0,0,,94,377,57,30,28,4,36,0,6,6,0,129,sa3008130
Yoniel Ramirez,SFG,18,6,3,4.277223684,19,0,0,0,1,1,,33.2,150,34,21,16,1,14,0,3,15,0,33,sa3008131
Ethan Roberts,CHC,21,4,5,2.593220339,41,0,0,0,13,4,,59,244,55,21,17,1,10,2,2,7,1,54,sa3008132
Jordan Scott,SFG,24,7,1,2.605263158,17,1,0,0,1,0,,38,151,29,13,11,4,11,0,1,5,1,42,sa3008133
John O'Reilly,PIT,23,2,2,1.459460456,30,0,0,0,5,0,,49.1,213,51,19,8,4,15,0,3,5,1,31,sa3008134
Cooper Casad,SFG,23,2,1,3,19,0,0,0,1,1,,39,161,34,17,13,0,8,0,2,2,0,29,sa3008135
Fraicy Breton,KCR,18,1,2,5.968414702,12,3,0,0,0,0,,31.2,149,31,24,21,1,20,0,4,9,1,28,sa3008136
Victor Villanueva,STL,18,3,3,1.636363636,22,0,0,0,3,0,,33,133,28,14,6,0,6,3,4,5,0,16,sa3008137
Brendan Meyer,CLE,24,1,1,1.945945946,22,1,0,0,1,1,,37,148,23,11,8,0,13,0,3,2,1,36,sa3008158
R.J. Freure,HOU,21,5,7,4.075473341,21,14,0,0,3,0,,88.1,389,67,48,40,8,61,0,7,10,0,114,sa3008159
Ryan Shetter,ATL,22,4,3,2.454543783,20,2,0,0,2,3,,51.1,203,43,19,14,1,8,0,0,2,0,38,sa3008161
Rodney Hutchison,NYY,22,0,2,15.3,11,0,0,0,1,3,,20,121,24,40,34,4,19,0,16,3,0,15,sa3008162
Matthew Liberatore,TBR,19,6,2,3.10212907,16,15,1,0,0,0,,78.1,332,70,33,27,2,31,0,4,6,3,76,sa3008163
Miguel Vinicio,CLE,19,3,2,4.418177988,10,6,0,0,1,0,,36.2,158,38,21,18,4,18,0,0,7,0,32,sa3008164
Bryan Warzek,LAD,22,1,3,5.912404643,26,7,0,0,0,0,,45.2,231,45,32,30,4,49,0,5,5,2,53,sa3008165
Justin Wilson,NYY,22,2,3,1.402595561,18,1,0,0,2,1,,25.2,107,15,7,4,1,13,2,1,4,0,37,sa3008166
Luis Curvelo,SEA,18,2,2,4.821432923,16,0,0,0,1,0,,37.1,157,31,22,20,4,8,0,6,6,1,37,sa3008169
Enrique Yeguez,DET,18,2,1,12.06384276,17,0,0,0,2,2,,31.1,180,51,49,42,6,30,2,6,5,0,26,sa3008170
Francisco Fermin,CHC,20,1,0,2.364961857,20,1,0,0,1,0,,45.2,192,42,18,12,2,11,0,3,2,0,49,sa3008171
Zach Mort,CHC,22,9,5,3.385580949,27,12,0,0,0,0,,106.1,433,91,56,40,7,37,1,2,4,0,76,sa3008172
Ben Madison,SFG,21,6,0,3.04224919,23,0,0,0,1,1,,47.1,198,34,19,16,1,23,0,5,13,1,52,sa3008173
Samuel Perez,LAA,19,1,3,1.255812477,21,0,0,0,4,2,,28.2,109,18,8,4,1,4,0,1,2,1,38,sa3008176
Parker Joe Robinson,LAA,23,3,0,4.729926653,25,0,0,0,0,2,,45.2,189,48,25,24,2,9,0,4,1,1,47,sa3008221
Ryan Feltner,COL,22,9,9,5.067226891,25,25,0,0,0,0,,119,532,137,73,67,12,46,0,8,12,1,116,sa3008222
Jake Irvin,WSN,22,8,8,3.787023043,25,25,0,0,0,0,,128.1,536,122,64,54,14,38,0,4,8,0,113,sa3008223
Nolan Kingham,ATL,22,7,12,3.919346188,27,27,4,3,0,0,,165.1,688,164,80,72,11,36,0,5,7,1,116,sa3008224
Ryley Gilliam,NYM,22,5,0,6.051714088,29,0,0,0,3,5,,38.2,174,42,26,26,4,18,1,1,2,0,56,sa3008225
Alec Rennard,PIT,24,0,4,5.917816414,17,0,0,0,1,2,,24.1,124,42,23,16,1,9,0,2,2,0,21,sa3008226
Michael Byrne,CIN,22,7,3,4.27041049,37,6,0,0,3,1,,65.1,281,72,34,31,7,15,0,1,8,0,60,sa3008227
Rito Lugo,KCR,23,4,4,2.34,31,14,0,0,0,3,,100,400,88,30,26,2,22,0,2,1,0,77,sa3008237
Barrett Loseke,NYY,22,3,1,2.963418287,18,0,0,0,4,1,,27.1,111,19,12,9,2,7,0,2,7,2,32,sa3008243
Ryan Rolison,COL,21,8,8,4.396956616,25,25,0,0,0,0,,131,562,137,73,64,22,40,1,2,3,3,132,sa3008244
Allen Montgomery,PIT,22,0,0,6.394745348,16,0,0,0,0,0,,25.1,125,24,19,18,1,22,0,6,7,1,17,sa3008245
Ryan Williamson,WSN,24,4,1,3.836065574,23,2,0,0,2,1,,61,261,57,32,26,5,22,0,2,7,0,61,sa3008258
Derek Casey,CHC,23,5,7,5.019230769,22,21,0,0,1,0,,104,445,112,65,58,13,33,1,3,7,0,82,sa3008259
J.J. Montgomery,BAL,22,3,1,2.699997659,10,7,0,0,0,1,,36.2,161,22,16,11,1,22,0,6,2,0,37,sa3008260
Blake Rivera,SFG,21,4,7,4.32,18,17,0,0,0,0,,75,328,63,42,36,3,41,0,2,17,0,87,sa3008261
Ewdy Aquino,LAA,19,0,1,4.989136434,20,0,0,0,2,1,,30.2,147,41,20,17,1,18,0,0,4,0,36,sa3008262
Joander Suarez,NYM,19,1,0,1.785125374,11,8,0,0,0,0,,40.1,160,27,8,8,1,16,0,3,6,0,47,sa3008263
Oriel Castro,CHW,18,1,2,4.725,15,6,0,0,0,0,,40,184,30,28,21,2,40,0,3,13,1,38,sa3008264
Robin Vazquez,OAK,21,1,1,5.65540905,14,10,0,0,0,0,,49.1,231,58,40,31,6,18,0,9,11,1,62,sa3008265
Reyson Santos,NYM,20,0,0,2.25,24,0,0,0,9,2,,24,99,18,7,6,3,9,0,0,5,1,33,sa3008266
Jackson Kowar,KCR,22,7,10,3.519101968,26,26,0,0,0,0,,148.1,622,141,65,58,12,43,0,12,10,0,144,sa3008273
Joey Matulovich,MIL,21,1,5,5.567016111,17,6,0,0,0,1,,32.1,159,39,28,20,5,19,0,2,3,1,45,sa3008274
Jonathan Almonte,ARI,18,4,1,2.727272727,18,0,0,0,0,2,,33,132,24,18,10,0,11,0,2,10,0,32,sa3008275
Ramon Fernandez,STL,20,3,3,6.067408839,19,0,0,0,1,2,,29.2,141,31,28,20,2,21,0,2,8,2,25,sa3008276
Brendan Hardy,NYM,19,2,1,6.831316981,16,0,0,0,0,2,,27.2,129,19,24,21,3,25,0,3,8,0,29,sa3008290
Cayden Hatcher,COL,23,3,4,5.801657465,14,2,0,0,1,0,,40.1,186,56,30,26,8,10,0,2,3,0,40,sa3008291
Luis Marte,CHC,18,0,3,19.18415949,12,1,0,0,0,3,,12.2,96,18,30,27,1,36,0,4,15,0,6,sa3008292
Chandler Raiden,TBR,23,7,5,3.940542775,42,1,0,0,9,5,,61.2,262,62,34,27,4,19,0,4,1,0,49,sa3008305
J.P. France,HOU,24,4,9,4.305662137,25,20,0,0,0,0,,100.1,431,88,58,48,12,52,0,1,7,0,100,sa3008310
Davis Martin,CHW,22,9,9,5.039158637,27,27,0,0,0,0,,144.2,625,152,94,81,17,38,0,12,16,2,156,sa3008311
Colton Eastman,PHI,22,7,8,3.70725297,24,19,1,0,1,0,,128.2,534,120,59,53,14,37,0,2,7,1,134,sa3008312
Grant Wolfram,TEX,22,5,3,4.283656046,25,9,0,0,0,1,,69.1,308,72,38,33,3,30,0,5,6,0,73,sa3008313
Jacob Billingsley,HOU,24,1,2,4.289719215,24,1,0,0,3,0,,35.2,167,32,23,17,1,20,0,8,5,0,55,sa3008314
Alex Gallegos,STL,21,0,1,11.8982847,17,0,0,0,0,0,,19.2,111,36,27,26,3,15,0,3,7,0,10,sa3008315
Kacey Murphy,DET,22,1,3,6.428571429,8,8,0,0,0,0,,35,159,44,28,25,5,14,0,2,0,0,23,sa3008325
Chris Machamer,BOS,22,4,8,6.096774194,20,20,0,0,0,0,,93,432,118,68,63,12,43,0,4,6,0,55,sa3008326
Rafael Marcano,PHI,19,0,2,4.24286327,9,4,0,0,1,0,,23.1,101,22,12,11,1,7,0,1,2,0,24,sa3008330
Holden Laws,SEA,19,1,1,5.538461538,11,6,0,0,0,0,,26,115,33,20,16,1,5,0,1,0,0,30,sa3008332
Nick Thwaits,SDP,20,4,3,4.655172414,13,13,0,0,0,0,,58,258,70,32,30,5,18,0,2,6,0,47,sa3008333
Alexuan Vega,SDP,20,1,1,6.256105273,9,6,0,0,0,0,,27.1,149,37,27,19,1,24,0,8,6,0,29,sa3008334
Kohl Franklin,CHC,19,1,3,2.357142857,11,11,0,0,0,0,,42,180,31,13,11,2,19,0,4,5,0,52,sa3008335
Evan Lee,WSN,22,3,2,2.647058824,12,3,0,0,0,1,,34,148,30,13,10,2,17,0,3,2,1,44,sa3008336
Chris Allen,CHC,21,2,0,3,11,2,0,0,1,0,,36,157,37,18,12,2,7,0,1,4,0,23,sa3008337
Jacob Lopez,TBR,21,4,3,2.858821926,12,12,0,0,0,0,,56.2,227,49,21,18,4,11,0,4,3,0,57,sa3008338
Devin Sweet,SEA,22,8,5,2.756536561,34,15,1,0,0,0,,127.1,509,112,44,39,9,27,0,3,7,0,152,sa3008340
Jayson Schroeder,HOU,19,1,5,7.199991211,12,6,0,0,0,1,,25,142,29,32,20,1,37,0,3,6,1,25,sa3008356
Ismael Gomez,NYY,19,1,2,5.727272727,17,1,0,0,0,1,,33,154,39,28,21,3,9,0,3,6,1,26,sa3008357
Rafael Feliz,MIN,18,1,4,6.352948732,16,2,0,0,0,1,,28.1,138,37,25,20,0,12,0,5,8,0,19,sa3008358
Michael Guzman,PHI,18,3,1,4.235294118,10,0,0,0,0,1,,17,73,11,8,8,1,12,1,0,6,1,14,sa3008359
Brian Metoyer,NYM,22,2,2,5.651156148,16,0,0,0,2,1,,28.2,122,15,20,18,3,22,1,5,9,0,40,sa3008361
Steven Perez,CLE,18,1,4,2.965316284,14,14,0,0,0,0,,57.2,241,51,23,19,2,23,0,4,4,0,48,sa3008362
Konnor Pilkington,CHW,21,5,9,4.116278948,25,25,0,0,0,0,,129,543,114,62,59,9,50,0,6,5,1,138,sa3008371
Franyer Hernandez,NYY,18,3,0,4.618418155,13,2,0,0,0,0,,50.2,227,56,34,26,1,11,0,6,16,3,33,sa3008372
Jose Santamaria,ARI,20,0,1,0.5,11,0,0,0,3,0,,18,73,12,6,1,1,4,0,0,0,2,22,sa3008373
Eduar Segovia,PHI,18,1,2,2.426963536,10,9,0,0,0,0,,29.2,113,15,11,8,0,10,0,3,1,3,39,sa3008374
Jose Quezada,SDP,23,6,4,4.094788803,48,0,0,0,1,3,,70.1,319,73,37,32,4,37,2,2,9,2,89,sa3008375
Logan Gillaspie,MIL,22,3,7,3.963302752,31,16,0,0,2,0,,109,452,106,54,48,9,30,0,7,1,1,92,sa3008386
Damon Casetta-Stubbs,SEA,19,6,8,5.168572988,26,25,0,0,0,0,,116.2,516,115,76,67,11,42,0,20,10,2,107,sa3008387
Richardson Jimenez,BOS,19,2,1,5.651176076,6,0,0,0,0,0,,14.1,74,11,15,9,0,15,0,3,4,1,21,sa3008388
Dario Peralta,KCR,18,2,2,2.582610837,12,7,0,0,0,0,,38.1,159,29,14,11,1,14,2,3,2,0,26,sa3008390
Jake Kinney,PHI,22,2,1,5.625007125,17,0,0,0,0,0,,24,121,22,19,15,1,25,0,4,6,0,33,sa3008401
Jose Maldonado,PIT,20,4,6,4.335763405,11,11,0,0,0,0,,45.2,200,39,24,22,3,26,0,7,3,0,40,sa3008403
Edinson Diaz,NYM,19,0,1,1.611942731,7,7,0,0,0,0,,22.1,90,19,8,4,0,4,0,0,2,0,8,sa3008404
Yeyson Velez,LAA,20,3,3,3.2837859,15,4,0,0,2,1,,49.1,215,46,28,18,0,22,0,7,18,0,51,sa3008405
Jorge Bautista,ATL,18,1,3,3.857140572,13,12,0,0,0,0,,53.2,228,44,25,23,3,20,0,5,6,1,46,sa3008406
John Rooney,LAD,22,10,4,2.837578756,20,20,0,0,0,0,,104.2,426,95,40,33,7,39,0,5,4,4,89,sa3008417
Gregorio Reyes,BOS,20,3,2,3.048389441,11,8,0,0,0,0,,41.1,170,39,20,14,4,6,0,0,1,0,36,sa3008418
Simeon Woods Richardson,TOR,18,6,10,3.796877467,26,26,0,0,0,0,,106.2,432,96,52,45,6,24,0,1,5,1,126,sa3008423
Niklas Rimmel,MIN,19,3,1,2.150440663,9,7,0,0,0,0,,37.2,149,30,11,9,1,8,0,1,7,0,34,sa3008426
Charlie Ruegger,NYY,21,4,3,6.335192155,14,7,0,0,1,2,,59.2,265,67,48,42,7,15,0,6,4,0,42,sa3008427
David Flores,CLE/MIL,18,3,1,3.694732911,18,0,0,0,2,1,,31.2,138,29,15,13,1,12,0,4,4,0,32,sa3008433
Richard Guasch,OAK,21,0,4,4.240835579,19,11,0,0,2,1,,63.2,278,53,31,30,1,38,0,6,13,2,82,sa3008434
Ryan Weathers,SDP,19,3,7,3.84375,22,22,0,0,0,0,,96,395,101,45,41,6,18,0,7,4,1,90,sa3008436
Yonaiker Garcia,CLE,18,0,1,6.857142857,13,0,0,0,0,0,,21,106,17,21,16,1,20,0,7,5,0,23,sa3008437
Gustavo J. Rodriguez,STL,18,4,1,2.040698806,12,12,0,0,0,0,,57.1,234,51,22,13,1,11,0,5,4,1,53,sa3008438
Zach Willeman,LAD,23,4,7,5.377595744,21,6,0,0,2,0,,80.1,378,87,56,48,8,48,0,7,8,0,55,sa3008443
Tomas Reyes,CLE,19,5,5,3.046153846,14,14,1,0,0,0,,65,258,52,29,22,3,19,0,3,6,1,59,sa3008445
Kevin Hernandez,NYM,18,3,1,3.638297872,19,6,0,0,0,0,,47,202,43,25,19,0,27,0,2,10,1,46,sa3008451
Troy Miller,TOR,22,6,8,4.805825243,23,22,0,0,0,0,,103,463,108,67,55,10,50,0,4,6,0,75,sa3008453
Michael Gomez,PHI,22,2,0,1.148937406,18,0,0,0,2,1,,31.1,120,19,4,4,1,8,0,2,3,0,34,sa3008454
Marco Villegas,NYM,18,1,1,5.340665273,18,0,0,0,0,1,,30.1,142,29,22,18,0,24,0,1,18,0,30,sa3008455
Stalyn Sanchez,COL,18,2,4,5.926829268,14,6,0,0,0,0,,41,190,54,31,27,1,12,0,8,7,1,30,sa3008456
Franklin Parra,NYM,19,1,1,2.571428571,10,8,0,0,0,0,,21,88,10,10,6,0,16,0,1,0,0,29,sa3008461
Kevin Folman,CHW,24,0,4,5.038274937,17,10,0,0,0,0,,69.2,317,73,45,39,8,29,0,5,4,0,71,sa3008462
Carlos Rodriguez,LAD,20,2,1,6.279084529,12,0,0,0,1,2,,14.1,67,16,13,10,0,7,0,2,3,0,11,sa3008467
Braxton Ashcraft,PIT,19,1,9,5.773584906,11,11,0,0,0,0,,53,233,49,40,34,4,22,0,3,1,0,39,sa3008470
Jeremis Herrera,TEX,19,4,0,2.113045231,14,0,0,0,3,0,,38.1,153,28,9,9,1,9,0,2,1,1,46,sa3008471
Niels Stone,CHC,20,2,3,8.709668845,12,3,0,0,0,2,,31,157,42,35,30,3,15,0,5,3,0,33,sa3008472
Adauri Vicente,CLE,18,1,0,10.79997816,13,0,0,0,0,0,,16.2,95,22,22,20,0,21,0,1,13,0,6,sa3008473
Jean Correa,KCR,21,1,3,2.01064046,15,1,0,0,2,0,,31.1,120,27,10,7,0,3,0,2,2,0,28,sa3008477
Tom Sutera,PHI,22,2,6,3.12244898,14,6,0,0,0,0,,49,198,47,21,17,1,10,0,1,1,2,54,sa3008478
Blakely Brown,NYY,22,3,2,2.980521326,11,9,0,0,0,0,,51.1,211,33,20,17,3,22,0,6,7,0,55,sa3008480
Griffin Roberts,STL,23,1,7,6.441620873,15,13,0,0,0,0,,65.2,316,79,53,47,3,35,0,17,3,0,36,sa3008483
Travis Moths,ARI,23,0,1,4.354852911,3,3,0,0,0,0,,10.1,50,8,5,5,0,12,0,0,0,0,9,sa3008484
Juan Acosta,TOR,19,3,2,7.485141447,16,0,0,0,1,1,,33.2,161,40,34,28,9,16,0,4,6,1,28,sa3008485
Joelvis Del Rosario,PIT,18,1,1,3.397353139,12,11,0,0,0,0,,50.1,221,47,25,19,0,16,0,6,5,1,43,sa3008486
Wilkelma Castillo,SFG,19,3,1,5.262716118,13,5,0,0,1,1,,39.1,185,41,25,23,1,21,0,3,10,1,48,sa3008487
Nick Starr,TEX,22,2,3,5.447368421,23,0,0,0,1,4,,38,168,36,28,23,2,22,2,0,7,0,44,sa3008488
Enmanuel Pio,COL,19,4,1,3.927269322,24,0,0,0,0,3,,36.2,164,27,23,16,0,18,1,6,7,0,37,sa3008490
Matt Hartman,ATL,23,5,6,3.741573114,19,12,2,1,1,1,,89,377,73,43,37,2,38,0,6,8,1,60,sa3008498
Levi Kelly,ARI,20,5,1,2.152831069,22,22,0,0,0,0,,100.1,408,72,35,24,4,39,0,6,10,2,126,sa3008500
Kyle Arjona,PHI,22,1,2,4.263160952,24,1,0,0,0,2,,44.1,194,46,25,21,5,19,2,1,5,1,31,sa3008502
Reese Olson,MIL,19,4,7,4.658448952,27,14,0,0,0,0,,94.2,425,104,56,49,8,47,0,6,6,0,84,sa3008513
Jake Haberer,SEA,24,4,3,4.925668947,38,0,0,0,1,0,,49.1,218,36,32,27,3,32,0,3,6,0,68,sa3008514
Michael Burrows,PIT,19,2,3,4.328241124,11,11,0,0,0,0,,43.2,193,44,27,21,2,20,0,2,4,2,43,sa3008517
Ian Koch,CIN,21,5,1,3.566034189,16,1,0,0,1,1,,35.1,148,36,18,14,3,9,0,1,8,0,32,sa3008518
Zach Haake,KCR,22,4,6,2.699998906,19,19,0,0,0,0,,80,332,62,32,24,2,39,0,3,3,1,94,sa3008523
Tristan Beck,ATL,23,5,4,3.983603443,16,16,0,0,0,0,,81.1,345,87,40,36,3,31,0,1,4,0,90,sa3008526
Victor Vodnik,ATL,19,1,3,2.940595614,23,3,0,0,3,1,,67.1,274,55,27,22,1,24,0,2,2,0,69,sa3008527
Igor Kimura,TBR,20,3,2,3.292681012,16,8,0,0,0,1,,54.2,227,47,21,20,0,19,0,3,10,0,47,sa3008530
Blaine Knight,BAL,23,4,12,4.812685799,23,22,1,0,0,0,,110.1,480,100,69,59,11,43,2,11,10,1,89,sa3008532
Hsin-Chieh Lin,PHI,20,2,0,2.025001436,12,6,0,0,0,0,,40,163,28,11,9,3,18,0,2,7,0,44,sa3008535
Maikel Garrido,PHI,19,2,1,7.3125,15,0,0,0,0,3,,16,85,11,14,13,1,26,0,2,6,0,19,sa3008540
Armando Acosta,BOS,20,2,0,9.450023882,11,0,0,0,1,1,,13.1,71,15,16,14,2,16,0,1,4,0,15,sa3008541
Jordany Ventura,NYM,18,2,2,3.783441927,15,13,0,0,0,0,,52.1,213,38,24,22,3,19,0,8,5,2,54,sa3008542
Shane McClanahan,TBR,22,11,6,3.356355413,24,22,0,0,0,0,,120.2,504,101,51,45,7,45,0,1,13,0,154,sa3008547
Chase Shugart,BOS,22,6,4,2.810407806,16,16,1,0,0,0,,89.2,384,89,36,28,4,23,0,7,5,1,73,sa3008548
Yamil Castillo,LAD,19,0,3,3.326086957,13,13,0,0,0,0,,46,203,43,22,17,0,21,0,3,8,0,46,sa3008549
Rafael Martinez,SFG,19,2,3,4.061943475,14,7,0,0,0,0,,37.2,162,36,24,17,1,14,0,4,9,0,32,sa3008554
Andrew Miller,MIA,22,3,5,3.76119403,15,15,0,0,0,0,,67,301,79,35,28,3,22,0,1,4,2,49,sa3008557
