Name,Team,Level,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,PlayerId
Reid Morgan,SEA,AAA,24,0,0,0,1,0,0,0,0,0,,2,6,0,0,0,0,0,0,0,0,0,4,sa3009860
Nate Fisher,SEA,AAA,25,0,0,7.714297012,1,1,0,0,0,0,,2.1,11,2,2,2,0,2,0,1,0,0,1,sa3009863
Travis Kuhn,SEA,AAA,23,0,0,0,1,0,0,0,0,0,,1,3,0,0,0,0,0,0,0,0,0,2,sa3009928
Reeves Martin,SEA,AAA,24,0,2,8.099996138,5,1,0,0,0,0,,6.2,33,8,6,6,0,5,0,2,0,0,4,sa3009929
Nathan Ocker,CLE,AAA,24,0,0,0,1,0,0,0,0,0,,2,8,1,0,0,0,1,0,0,0,0,3,sa3009983
Evan Johnson,SEA,AAA,24,0,0,36,1,0,0,0,0,0,,1,7,3,4,4,0,0,0,1,0,0,1,sa3010000
Bernie Martinez,SEA,AAA,24,0,0,7.941172016,2,2,0,0,0,0,,5.2,26,8,5,5,1,1,0,1,0,0,5,sa3010142
Leon Hunter,SEA,AAA,24,0,0,18,1,0,0,0,0,0,,2,10,3,4,4,2,1,0,0,0,0,1,sa3010260
Robert Winslow,SEA,AAA,23,0,0,0,1,0,0,0,0,0,,4,13,1,0,0,0,0,0,0,0,0,3,sa3010263
Hunter Brown,HOU,AAA,22,5,0,4.08403309,8,6,0,0,0,0,,39.2,169,37,20,18,4,16,0,0,1,1,38,sa3010571
Matt Mullenbach,MIN,AAA,24,0,0,0,1,0,0,0,0,0,,2,9,2,0,0,0,1,0,0,0,0,0,sa3010581
Connor Thomas,STL,AAA,23,5,4,3.425373329,20,13,2,0,1,1,,89.1,388,99,49,34,10,25,0,3,3,1,77,sa3010784
Nick Lackney,PHI,AAA,24,0,0,18,1,0,0,0,0,0,,1,7,3,2,2,0,2,0,0,0,0,0,sa3010786
Zack Thompson,STL,AAA,23,2,9,6.874539132,21,18,0,0,2,0,,90.1,430,112,72,69,18,54,0,5,7,0,79,sa3011128
Josh Hejka,NYM,AAA,24,0,0,10.12498702,3,0,0,0,0,0,,2.2,16,7,3,3,1,1,0,0,0,0,1,sa3011152
Colby White,TBR,AAA,22,0,0,2.454543167,3,0,0,0,0,0,,3.2,16,4,1,1,0,1,0,1,0,0,5,sa3011200
Ryan Pepiot,LAD,AAA,23,1,5,7.528845049,8,8,0,0,0,0,,34.2,173,47,37,29,11,19,0,2,6,0,36,sa3011244
Tyler Holton,ARI,AAA,25,0,1,9,6,4,0,0,0,0,,12,64,25,12,12,1,4,0,0,2,0,16,sa3011295
Fred Villarreal,SEA,AAA,23,0,0,9.449995494,3,0,0,0,0,0,,6.2,31,11,7,7,1,3,0,0,1,0,2,sa3011477
Trevor Brigden,TBR,AAA,25,0,1,48.59990383,2,1,0,0,0,1,,1.2,15,8,9,9,2,2,0,0,1,0,2,sa3011481
Cyrillo Watson,LAD,AAA,23,0,0,24.54543167,5,0,0,0,0,0,,3.2,25,10,10,10,3,3,0,1,0,0,6,sa3011557
Mitchell Stumpo,ARI,AAA,25,0,0,0,3,0,0,0,0,0,,3,9,2,0,0,0,1,0,0,0,0,2,sa3011585
Ethan Small,MIL,AAA,24,1,0,0.952941283,7,7,0,0,0,0,,28.1,113,19,3,3,1,15,0,1,1,0,18,sa3011621
Yennier Cano,MIN,AAA,27,2,2,3.8,26,1,0,0,2,2,,45,197,41,20,19,4,24,0,2,1,1,48,sa3011688
Brian McKenna,MIA,AAA,28,0,0,20.25005009,1,0,0,0,0,0,,1.1,8,3,3,3,2,1,0,0,0,0,1,sa3011767
Jordan Martinson,LAD,AAA,24,0,1,6.394735237,11,0,0,0,0,0,,12.2,59,11,9,9,1,11,0,1,1,0,11,sa3011797
Cade Cavalli,WSN,AAA,22,1,3,5.4,4,4,0,0,0,0,,20,94,24,13,12,0,10,0,3,1,0,15,sa3014421
Ian Seymour,TBR,AAA,22,1,0,0,2,2,0,0,0,0,,10,37,4,1,0,0,4,0,0,0,0,9,sa3014512
Bryce Elder,ATL,AAA,22,2,2,2.277108172,5,5,0,0,0,0,,27.2,109,14,8,7,1,13,0,1,3,0,31,sa3014515
Ty Weber,SFG,AAA,23,0,0,5.625,3,0,0,0,0,0,,8,33,8,5,5,3,1,0,1,0,0,5,sa3014788
Braden Zarbnisky,PHI,AAA,24,1,1,7.243900754,8,0,0,0,0,3,,13.2,60,12,13,11,4,5,0,2,0,0,11,sa3014791
Eric Orze,NYM,AAA,23,0,0,2.61290403,9,0,0,0,0,0,,10.1,43,7,3,3,1,6,0,0,2,1,12,sa3014793
Grant Black,STL,AAA,26,0,0,3.913043478,14,2,0,0,1,0,,23,99,22,10,10,2,9,0,2,1,0,23,sa3014846
Mike Adams,PHI,AAA,26,1,0,3.560439934,24,0,0,0,1,0,,30.1,133,29,12,12,1,17,1,4,2,0,23,sa3014875
Ben Leeper,CHC,AAA,24,3,1,1.306451412,17,0,0,0,2,0,,20.2,77,6,4,3,2,9,0,1,1,0,31,sa3014907
Jack Dashwood,LAA,AAA,23,1,2,8.15094193,4,3,0,0,1,0,,17.2,86,27,19,16,5,6,0,0,1,0,14,sa3015035
Davis Daniel,LAA,AAA,24,0,0,10.28571429,2,2,0,0,0,0,,7,34,12,8,8,3,1,0,1,1,0,6,sa3015037
Shun Yamaguchi,SFG,AAA,33,0,3,6.171429412,5,4,0,0,0,0,,23.1,105,19,18,16,3,14,1,2,0,0,25,sa3015038
Bryan Serra,CHC,AAA,22,0,0,0,1,0,0,0,0,0,,1,6,2,0,0,0,1,0,0,0,0,2,sa3015103
Jose A. Felix,TEX,AAA,18,0,0,0,1,0,0,0,0,0,,0.1,2,0,0,0,0,0,0,0,0,0,0,sa3015315
Mark Appel,PHI,AAA,29,3,4,6,12,9,0,0,0,0,,42,191,36,29,28,8,29,0,7,4,0,34,sa501726
James Dykstra,TOR,AAA,30,0,0,0,3,0,0,0,0,0,,2.2,12,1,0,0,0,4,0,0,0,0,4,sa503397
Sam Wolff,SFG,AAA,30,1,1,4.02985132,24,2,0,0,0,1,,22.1,98,23,10,10,2,8,0,0,1,0,29,sa503437
Nelson Gonzalez,COL,AAA,31,4,0,5.704224586,21,0,0,0,0,0,,23.2,107,27,15,15,6,12,1,0,1,0,24,sa506311
Andy Otero,MIL,AAA,29,0,2,9.145159884,7,5,0,0,0,0,,20.2,103,30,27,21,4,9,0,1,1,0,23,sa506550
Ali Castillo,WSN,AAA,32,0,0,6.75,3,0,0,0,0,0,,4,22,6,3,3,1,4,0,0,0,0,1,sa507143
Seth Blair,BOS,AAA,32,3,1,3.802816391,17,1,0,0,0,0,,23.2,108,17,11,10,1,11,1,12,3,1,30,sa526934
Sebastian Elizalde,NYM,AAA,29,0,0,0,1,0,0,0,0,0,,1,3,0,0,0,0,0,0,0,0,0,0,sa544568
Jason Krizan,SFG,AAA,32,0,1,0,1,0,0,0,0,0,,0.1,2,1,1,0,0,0,0,0,0,0,0,sa546842
Claudio Custodio,BAL,AAA,30,2,2,3.692307692,21,2,0,0,0,0,,39,166,34,23,16,3,17,0,3,5,0,29,sa547829
Peter Tago,CHW,AAA,28,2,0,0,6,0,0,0,0,0,,8,27,2,0,0,0,1,0,1,0,0,13,sa548162
Stetson Allie,TBR,AAA,30,0,0,6.750004023,6,1,0,0,0,0,,5.1,28,1,5,4,0,10,0,2,1,1,6,sa548192
Ben Holmes,CHC,AAA,29,0,1,6.517239236,2,2,0,0,0,0,,9.2,43,7,7,7,3,8,0,0,0,0,9,sa549147
Chase Johnson,SDP,AAA,29,1,1,10.8,19,1,0,0,0,0,,30,156,47,39,36,3,24,0,1,11,0,21,sa549740
Tom Windle,NYM,AAA,29,1,4,5.47826087,22,0,0,0,2,2,,23,105,14,16,14,2,21,0,4,7,0,14,sa549785
Conor Fisk,COL,AAA,29,0,0,18,1,0,0,0,0,0,,1,7,4,2,2,0,0,0,0,0,0,1,sa549950
Mitch Horacek,ATL,AAA,29,1,2,4.595743748,14,0,0,0,0,0,,15.2,66,12,8,8,3,8,0,1,2,0,16,sa550295
Luis Gonzalez,SFG,AAA,29,0,1,7.363635452,20,0,0,0,0,1,,25.2,123,33,24,21,6,10,0,1,1,0,33,sa550522
Carlos Navas,ARI,AAA,28,1,0,8.506850426,21,2,0,0,0,0,,24.1,125,34,24,23,6,14,0,4,1,0,20,sa550615
Jose Adames,BOS,AAA,28,2,0,6.319147654,16,0,0,0,0,1,,15.2,79,19,15,11,2,12,0,3,2,1,19,sa597194
Luis Lugo,CHC,AAA,27,1,3,5.04,5,5,0,0,0,0,,25,109,23,14,14,5,13,0,1,1,0,16,sa597249
Michael Kelly,HOU,AAA,28,2,4,3.203390245,30,0,0,0,0,3,,39.1,170,38,16,14,4,16,1,1,4,0,45,sa597767
Aaron Brown,OAK,AAA,29,2,1,2.95312544,19,0,0,0,3,0,,21.1,91,16,11,7,0,12,0,2,2,0,16,sa598306
Bradley Roney,NYM,AAA,28,2,4,5.447368421,31,0,0,0,6,3,,38,172,26,26,23,3,28,1,5,3,1,55,sa598926
Matt Tomshaw,CHW,AAA,32,0,6,7.860758735,14,8,0,0,0,0,,52.2,220,52,48,46,23,10,0,0,2,0,46,sa598974
Markus Solbach,LAD,AAA,29,0,6,7.60563462,16,9,0,0,0,0,,47.1,224,64,43,40,3,18,0,2,3,0,39,sa599472
David Kubiak,TEX,AAA,31,2,0,1.6875,3,2,0,0,0,0,,16,62,15,3,3,2,4,0,1,1,0,14,sa599473
Blake Grant-Parks,TEX,AAA,27,0,0,0,1,0,0,0,0,0,,0.1,1,0,0,0,0,0,0,0,0,0,0,sa599505
Drew Stankiewicz,MIN,AAA,28,0,0,18,1,0,0,0,0,0,,1,8,4,3,2,1,0,0,0,0,0,1,sa599531
Heath Holder,COL,AAA,28,3,3,9.854013501,36,0,0,0,0,2,,45.2,233,59,54,50,8,36,0,5,7,1,45,sa602623
Phil Pfeifer,SFG,AAA,28,0,3,11.25,5,0,0,0,0,0,,12,71,23,22,15,2,11,0,0,2,0,13,sa602699
Nate Esposito,KCR,AAA,28,0,0,0,3,0,0,0,0,0,,2.2,9,2,0,0,0,0,0,0,0,0,1,sa602817
Mason Melotakis,MIA,AAA,30,3,1,4.879517512,20,0,0,0,2,2,,27.2,127,33,18,15,8,13,0,1,1,0,22,sa621016
Alex Powers,ARI,AAA,29,2,2,5.558823919,32,3,0,0,0,2,,45.1,201,45,31,28,7,18,0,2,2,0,56,sa621533
Jesus Castillo,MIL,AAA,25,0,0,6.749997988,7,1,0,0,0,0,,10.2,49,8,9,8,1,8,0,0,0,0,11,sa657701
Luis Castillo,ARI,AAA,26,1,3,8.162792508,14,0,0,0,1,1,,14.1,76,25,16,13,3,10,1,2,1,0,13,sa657838
Ramon Santos,STL,AAA,26,1,1,9,4,0,0,0,0,0,,4,21,6,4,4,0,2,0,1,0,0,6,sa657843
Collin Wiles,TEX,AAA,27,7,2,4.207792208,21,10,0,0,0,2,,77,318,81,37,36,11,16,0,3,1,2,67,sa657869
Joe DeCarlo,CHW,AAA,27,0,0,0,1,0,0,0,0,0,,0.2,9,3,6,0,1,3,0,0,0,0,0,sa657935
Dylan Baker,CIN,AAA,29,0,1,18,1,0,0,0,0,0,,2,11,4,5,4,0,2,0,0,0,0,3,sa658002
Jesus Liranzo,ARI,AAA,26,0,0,4.263156825,12,0,0,0,0,0,,12.2,54,13,6,6,3,2,0,1,2,0,16,sa658076
Ryan Kellogg,CHC,AAA,27,1,3,4.432835316,12,6,0,0,0,0,,44.2,198,52,30,22,5,12,4,0,0,0,25,sa658192
Ronald Pena,WSN,AAA,29,0,1,5.120688982,31,0,0,0,1,3,,38.2,171,38,23,22,4,17,0,1,3,0,32,sa658287
Kevin McCanna,ARI,AAA,27,0,1,2.872339843,6,4,0,0,0,0,,15.2,64,13,5,5,3,2,0,2,1,0,12,sa658530
Tate Matheny,BOS,AAA,27,0,0,0,1,0,0,0,0,0,,1,4,1,0,0,0,0,0,0,0,0,0,sa658567
Chris Nunn,MIN,AAA,30,0,1,2.84210455,11,0,0,0,0,0,,12.2,57,8,6,4,1,11,0,0,2,0,13,sa658577
Jose Mesa Jr.,MIA,AAA,27,0,0,10.125,5,0,0,0,0,1,,8,42,15,9,9,3,4,0,0,1,0,7,sa658593
Jacob Lemoine,TEX,AAA,27,6,4,2.842104978,39,1,0,0,3,5,,50.2,206,35,22,16,4,25,0,2,5,0,39,sa658610
Bryan Bonnell,WSN,AAA,27,1,3,4.474286104,32,4,0,0,2,1,,58.1,253,61,33,29,4,18,0,2,3,0,49,sa658824
Jon Harris,TOR,AAA,27,0,1,13.50001384,2,0,0,0,0,0,,3.1,16,6,5,5,0,2,0,0,0,0,1,sa658929
Jackson McClelland,TOR,AAA,26,2,1,5.586207815,17,0,0,0,1,1,,19.1,91,23,13,12,4,11,0,2,6,0,14,sa659000
Justin Dillon,NYM,AAA,27,0,0,0,3,0,0,0,0,0,,4.1,16,0,0,0,0,2,0,1,0,0,7,sa659283
Jake Kalish,KCR,AAA,29,2,5,6.750000402,28,13,0,0,0,1,,85.1,373,92,64,64,27,33,0,2,2,1,97,sa709032
Edgar Arredondo,ARI,AAA,24,1,3,5.259739608,13,8,0,0,0,0,,25.2,113,29,16,15,3,12,0,1,1,0,8,sa732750
Kevin Gadea,NYY,AAA,26,0,0,0,2,0,0,0,0,0,,5,17,1,1,0,0,1,0,0,1,0,5,sa735841
Rayder Ascanio,STL,AAA,25,0,0,0,1,0,0,0,0,0,,1,4,0,0,0,0,1,0,0,0,0,0,sa735861
Gerson Moreno,DET,AAA,25,0,0,6.74999135,2,0,0,0,0,0,,2.2,16,2,2,2,0,5,0,1,0,0,5,sa736656
Junior Garcia,ARI,AAA,25,1,2,4.344827586,27,0,0,0,1,3,,29,142,37,18,14,4,15,1,2,4,0,25,sa737032
Oscar De La Cruz,NYM,AAA,26,1,1,18.89999099,4,0,0,0,0,0,,6.2,44,15,14,14,0,7,0,1,4,0,7,sa737037
Luis Reyes,WSN,AAA,26,0,4,6.25,7,7,0,0,0,0,,36,166,36,25,25,3,24,0,5,1,1,25,sa737048
Jesus Zambrano,OAK,AAA,24,1,1,9.367348762,11,0,0,0,0,0,,16.1,80,21,19,17,6,9,0,1,1,0,11,sa737066
Gerson Garabito,SFG,AAA,25,0,3,4.714285714,11,6,0,0,1,0,,42,187,42,22,22,7,27,1,3,3,1,36,sa737361
Ofreidy Gomez,CHW,AAA,25,0,1,8.196427176,16,0,0,0,0,1,,18.2,90,20,17,17,2,13,0,6,3,0,17,sa737451
Alexander Guillen,MIA,AAA,25,1,1,5.837837085,13,1,0,0,1,0,,24.2,113,30,16,16,4,10,0,1,1,0,21,sa737454
Felix Bautista,BAL,AAA,26,1,2,3.13953558,14,0,0,0,4,2,,14.1,60,9,6,5,1,7,0,1,1,1,20,sa737480
Ian Clarkin,COL,AAA,26,3,5,8.766234635,17,9,0,0,0,0,,51.1,252,66,53,50,11,34,0,4,5,0,19,sa737534
Matt Krook,NYY,AAA,26,4,5,3.738461538,15,13,0,0,0,0,,65,284,45,29,27,4,46,0,3,7,0,74,sa737535
Adrian De Horta,TBR,AAA,26,0,2,7.772727273,8,5,0,0,0,0,,22,100,26,20,19,8,12,0,0,2,0,19,sa737857
Ian McKinney,SEA,AAA,26,4,4,6.037266509,11,10,0,0,0,0,,53.2,242,54,36,36,10,28,0,5,0,0,48,sa738318
Jantzen Witte,SEA,AAA,31,0,0,8.217387897,7,0,0,0,0,0,,7.2,33,11,7,7,2,0,0,0,0,0,4,sa738324
Tyler Alexander,PHI,AAA,29,2,2,4.378377814,8,4,0,0,0,0,,24.2,111,24,12,12,4,12,0,1,2,0,19,sa738376
Logan Shore,DET,AAA,26,7,2,3.430939516,13,12,0,0,0,0,,60.1,243,50,23,23,2,23,0,1,3,0,53,sa738442
Dalton Moats,TBR,AAA,26,0,0,6.750016697,2,0,0,0,0,0,,1.1,9,3,1,1,0,1,0,1,1,0,3,sa738506
Garrett Williams,STL,AAA,26,1,1,6.612243868,26,0,0,0,0,2,,32.2,161,23,28,24,2,35,1,8,7,0,37,sa738512
Ryan Moseley,LAD,AAA,26,2,5,7.8,37,1,0,0,1,3,,45,231,60,43,39,6,30,1,8,11,0,37,sa738670
Nick Green,NYY,AAA,26,2,2,4.291391162,23,7,0,0,0,2,,50.1,228,44,29,24,3,34,0,3,5,0,48,sa738690
Connor Jones,STL,AAA,26,5,5,5.268292193,44,0,0,0,5,3,,54.2,254,69,35,32,3,30,4,3,4,0,48,sa738697
Caleb Simpson,BOS,AAA,29,1,0,3.857142857,13,0,0,0,0,0,,14,61,9,6,6,2,8,1,3,3,0,21,sa738717
Scott Moss,CLE,AAA,26,1,5,7.08196832,9,7,0,0,0,1,,20.1,97,20,16,16,2,15,0,1,0,0,29,sa738902
Parker Bugg,MIA,AAA,26,6,1,3.694737139,29,4,0,0,0,2,,63.1,275,43,34,26,8,40,0,3,7,1,82,sa738946
Frank Duncan,COL,AAA,29,5,2,4.21875,13,12,0,0,0,0,,64,266,59,32,30,8,18,0,2,4,0,61,sa738963
Brandon Wagner,NYY,AAA,25,0,1,0,2,0,0,0,0,0,,2.1,9,2,1,0,0,0,0,0,0,0,0,sa738979
Kevin Herget,CLE,AAA,30,7,4,4.721973417,24,7,0,0,1,0,,74.1,321,77,47,39,18,19,1,4,0,0,80,sa738986
Sal Mendez,TEX,AAA,26,0,1,9.642850574,4,0,0,0,0,0,,4.2,24,7,6,5,0,3,0,0,1,0,5,sa739012
Yunior Marte,SFG,AAA,26,0,3,3.529411765,38,1,0,0,2,2,,51,227,54,28,20,3,22,2,2,6,0,58,sa739617
Nick Howard,CIN,AAA,28,0,1,7.615384615,15,0,0,0,0,0,,13,63,12,11,11,1,16,0,1,2,0,10,sa827196
Kyle Kubat,CHW,AAA,28,2,2,4.068492725,22,4,0,0,0,0,,48.2,202,49,24,22,7,12,0,0,2,0,45,sa827380
Matt Gage,ARI,AAA,28,2,1,5.215909656,33,0,0,0,2,1,,29.1,132,32,18,17,6,11,0,1,3,0,36,sa827398
Jeremy Rhoades,ARI,AAA,28,1,0,8.437501257,18,0,0,0,0,0,,21.1,97,23,21,20,9,5,0,2,2,0,27,sa827471
Henry Martinez,DET,AAA,27,2,0,6.612246185,11,0,0,0,0,1,,16.1,75,16,12,12,2,10,0,0,2,0,19,sa828216
Ofelky Peralta,BAL,AAA,24,3,1,4.991595999,8,8,0,0,0,0,,39.2,176,38,22,22,7,20,0,6,5,0,42,sa828239
Diomar Lopez,CIN,AAA,24,0,0,1,5,0,0,0,0,0,,9,37,3,2,1,0,3,0,3,2,0,9,sa828277
Enmanuel De Jesus,BOS,AAA,24,0,1,3.6,1,1,0,0,0,0,,5,21,4,2,2,2,1,0,0,0,0,3,sa828317
Steven Fuentes,WSN,AAA,24,0,3,17.71874472,5,4,0,0,0,0,,10.2,67,24,22,21,3,10,0,1,4,0,7,sa828326
Aneuris Rosario,CHC,AAA,26,0,0,9.529406419,6,0,0,0,0,0,,5.2,27,5,6,6,3,5,0,0,0,0,10,sa828343
Joan Baez,WSN,AAA,26,2,1,9.81817969,7,0,0,0,0,0,,14.2,72,17,16,16,3,9,1,4,5,1,13,sa828412
Daniel Alvarez,SFG,AAA,25,3,1,7,11,0,0,0,0,0,,18,84,17,14,14,4,10,0,1,2,0,18,sa828462
Kodi Medeiros,CHW,AAA,25,0,1,5.062499397,27,0,0,0,0,3,,26.2,126,20,15,15,5,22,0,6,4,0,32,sa828664
Grant Holmes,OAK,AAA,25,1,2,8.274193548,33,7,0,0,0,2,,62,314,93,60,57,11,36,1,3,6,0,69,sa828669
Joe Gatto,TEX,AAA,26,4,2,4.354839246,24,0,0,0,0,1,,41.1,168,33,21,20,5,15,0,1,4,1,44,sa828693
Ronnie Williams,SFG,AAA,25,0,0,1.928570115,2,1,0,0,0,0,,4.2,19,2,3,1,0,3,0,1,0,0,1,sa828702
Nick Wells,WSN,AAA,25,0,3,6.46875,22,0,0,0,0,0,,32,150,34,23,23,3,23,1,1,3,0,29,sa828791
Brian Gonzalez,COL,AAA,25,0,0,2.700002768,4,0,0,0,0,0,,3.1,19,4,1,1,0,6,0,0,0,0,6,sa828794
Felix Paulino,CHW,AAA,26,1,2,13.21276328,5,5,0,0,0,0,,15.2,83,22,23,23,5,12,0,0,0,0,17,sa828972
Tyler Eppler,WSN,AAA,28,2,9,7.75,19,15,0,0,0,0,,72,335,94,64,62,19,30,1,5,4,0,48,sa829043
Sam McWilliams,NYM,AAA,25,2,4,10.27174126,25,1,0,0,2,0,,30.2,158,30,36,35,4,35,1,10,10,0,35,sa829124
Tanner Banks,CHW,AAA,29,3,3,4.526945694,23,5,0,0,0,0,,55.2,243,67,31,28,9,12,0,1,1,0,66,sa829193
Brandon Barker,KCR,AAA,28,1,3,8.735295098,13,10,0,0,0,0,,45.1,218,71,46,44,12,14,0,4,3,0,44,sa829237
Zach Warren,PHI,AAA,25,0,0,60.75015027,2,0,0,0,0,0,,1.1,15,8,9,9,0,3,0,0,1,0,2,sa829420
Argenis Angulo,OAK,AAA,27,3,1,7.875,31,2,0,0,0,1,,40,197,52,35,35,11,28,0,1,6,1,43,sa829470
Matt Blackham,OAK,AAA,28,0,2,8.027025993,22,1,0,0,0,0,,24.2,121,27,22,22,7,21,0,1,7,0,37,sa829631
Will Carter,CHW,AAA,28,3,3,5.504855184,34,2,0,0,1,2,,34.1,164,38,25,21,1,21,2,6,6,0,41,sa829689
Jeff Bain,ARI,AAA,25,0,0,18,2,0,0,0,0,0,,2,11,3,4,4,1,0,0,1,0,0,1,sa829808
Ryder Ryan,TEX,AAA,26,2,5,5.538461538,33,0,0,0,4,2,,39,180,41,28,24,6,18,0,4,3,0,48,sa829853
Bo Takahashi,CIN,AAA,24,3,7,4.449438202,18,17,0,0,0,0,,89,380,82,47,44,14,32,2,4,10,1,89,sa830370
Moises Gomez,SEA,AAA,24,0,1,4.628570167,9,1,0,0,0,1,,11.2,52,12,8,6,0,4,0,1,0,0,12,sa832779
Mitchell Osnowitz,ARI,AAA,29,0,0,37.12495242,4,0,0,0,0,0,,2.2,23,8,11,11,3,6,0,1,0,0,4,sa833270
Diogenes Almengo,BAL,AAA,26,0,0,6.74999135,1,0,0,0,0,0,,2.2,14,4,2,2,1,3,0,0,0,0,3,sa835215
Ben Bracewell,OAK,AAA,30,5,3,4.017857143,46,0,0,0,4,1,,56,251,70,29,25,10,18,2,0,0,0,54,sa837103
Anderson Severino,CHW,AAA,26,0,0,0,9,0,0,0,0,0,,10,41,6,0,0,0,4,0,0,0,0,16,sa838671
Ryan Mason,MIN,AAA,26,1,0,3.779999279,11,0,0,0,0,0,,16.2,74,11,7,7,1,10,0,2,0,0,22,sa856254
Andrew Lee,WSN,AAA,27,0,1,12.7894801,6,0,0,0,0,1,,6.1,34,10,9,9,1,6,0,0,2,0,9,sa856275
Jerry Keel,SDP,AAA,27,2,4,7.243901765,15,11,0,0,0,0,,54.2,262,78,49,44,16,25,0,4,2,0,42,sa856543
Andrew Schwaab,LAD,AAA,28,1,0,4.984614653,18,0,0,0,0,0,,21.2,98,21,13,12,4,12,0,1,2,0,25,sa857571
Matt Eckelman,PIT,AAA,27,2,5,5.157303813,32,0,0,0,0,3,,59.1,258,74,41,34,11,14,0,0,3,0,47,sa857600
Zack Erwin,OAK,AAA,27,3,0,3.6,12,0,0,0,0,0,,15,67,14,8,6,1,7,0,0,0,0,19,sa857605
Tate Scioneaux,COL,AAA,28,3,2,7.105262445,27,0,0,0,1,2,,31.2,145,38,27,25,10,14,0,0,1,0,28,sa857686
Errol Robinson,CIN,AAA,26,0,0,0,1,0,0,0,0,0,,0.1,2,1,0,0,0,0,0,0,0,0,0,sa857819
Luke Westphal,SDP,AAA,32,1,4,7.033612543,14,8,1,1,0,0,,39.2,184,43,34,31,8,21,0,1,4,0,46,sa869541
Wladimir Pinto,DET,AAA,23,2,3,4.891304348,33,3,0,0,4,2,,46,203,33,30,25,9,30,0,4,5,0,56,sa871482
Alberto Guerrero,MIA,AAA,23,1,1,5.6842091,9,0,0,0,0,2,,12.2,56,13,10,8,3,5,0,3,0,0,11,sa872514
Brandon Gold,COL,AAA,26,3,7,6.150579513,18,17,0,0,0,0,,86.1,378,103,60,59,12,23,0,3,2,0,76,sa872724
Tom Hackimer,NYM,AAA,27,0,0,6.882352941,18,0,0,0,4,1,,17,94,9,13,13,2,27,0,8,4,0,24,sa872726
Edwin Figuera,CHC,AAA,23,0,0,27,1,0,0,0,0,0,,1,6,4,3,3,1,0,0,0,0,0,0,sa872730
Jesus Tona,SFG,AAA,25,0,0,27,1,0,0,0,0,0,,1,7,2,3,3,1,2,0,0,0,0,0,sa872807
Norwith Gudino,SFG,AAA,25,2,1,6.06741508,12,4,0,0,0,1,,29.2,134,32,22,20,7,11,0,1,4,0,40,sa872808
Dalbert Siri,CLE,AAA,25,2,1,7.061537425,15,0,0,0,0,0,,21.2,99,23,17,17,5,9,0,5,3,1,23,sa873148
Zac Ryan,LAA,AAA,27,1,3,6.967741935,23,0,0,0,1,1,,31,153,37,31,24,6,23,0,2,2,0,39,sa873262
Hunter Schryver,CHW,AAA,26,1,0,4.263157895,35,0,0,0,1,2,,38,173,37,20,18,6,21,1,2,5,0,41,sa873263
Parker Dunshee,OAK,AAA,26,1,4,6,8,7,0,0,0,0,,36,162,36,26,24,5,14,1,1,1,0,33,sa873274
Thomas Jankins,MIL,AAA,25,2,6,6.548936595,22,15,0,0,0,0,,78.1,350,91,61,57,13,29,1,5,6,0,58,sa873276
Nate Mondou,OAK,AAA,26,0,0,0,2,0,0,0,0,0,,2,8,2,0,0,0,0,0,0,0,0,2,sa873282
Parker Mushinski,HOU,AAA,25,0,0,3.176468806,4,1,0,0,0,0,,5.2,27,7,2,2,1,3,0,0,0,0,7,sa873283
Jasier Herrera,SFG,AAA,23,0,0,13.5,1,0,0,0,0,0,,2,12,2,3,3,1,4,0,0,0,0,2,sa873294
Jhoan Duran,MIN,AAA,23,0,3,5.0625,5,4,0,0,0,0,,16,75,16,9,9,1,13,0,0,5,0,22,sa873347
Adrian Martinez,SDP,AAA,24,0,2,6.279069071,6,6,0,0,0,0,,28.2,130,36,22,20,5,11,1,2,4,1,22,sa873428
Cam Vieaux,PIT,AAA,27,2,2,7.670455377,8,8,0,0,0,0,,29.1,149,38,28,25,6,21,0,5,0,0,28,sa873657
Kit Scheetz,HOU,AAA,27,2,2,3.884892513,34,1,0,0,1,2,,46.1,201,41,21,20,4,27,0,1,3,0,38,sa873684
Tanner Tully,CLE,AAA,26,0,3,4.450549917,7,4,0,0,0,0,,30.1,129,31,16,15,4,8,0,0,1,0,25,sa873685
Tyler Zombro,TBR,AAA,26,1,1,3.176471479,9,0,0,0,0,0,,11.1,52,15,4,4,1,1,0,2,0,0,9,sa873686
Weston Wilson,MIL,AAA,26,0,0,0,1,0,0,0,0,0,,1,5,3,0,0,0,0,0,0,0,0,0,sa873690
Tyler Thomas,TEX,AAA,25,0,0,3.6,2,0,0,0,0,0,,5,22,5,2,2,0,2,0,1,0,0,1,sa873974
Boomer Biegalski,LAA,AAA,26,0,1,12,1,0,0,0,0,0,,3,17,5,4,4,1,3,0,0,2,0,1,sa873983
Cody Sedlock,BAL,AAA,26,1,3,5.399999208,5,4,0,0,0,0,,21.2,94,24,15,13,6,8,0,0,1,0,25,sa874042
Zach Jackson,OAK,AAA,26,1,1,5.399998529,11,0,0,0,1,0,,11.2,50,11,7,7,1,6,0,0,1,0,13,sa874174
Stephen Villines,TEX,AAA,25,0,0,2.700002768,2,1,0,0,0,0,,3.1,13,2,1,1,1,1,0,0,0,0,0,sa874197
